time,value
2024-08-27T06:45:17.831938708Z,false
2024-08-27T07:01:35.208349055Z,false
2024-08-27T07:02:08.011646476Z,true
2024-08-27T07:02:08.042188929Z,false
2024-08-27T07:02:08.698533509Z,false
2024-08-27T07:02:08.700167991Z,false
2024-08-27T07:02:13.680962645Z,true
2024-08-27T07:02:13.786878669Z,false
2024-08-27T07:02:14.558413596Z,false
2024-08-27T07:02:14.559930166Z,false
2024-08-27T07:02:31.928106644Z,true
2024-08-27T07:02:32.020028512Z,false
2024-08-27T07:02:32.368215007Z,true
2024-08-27T07:02:32.447124264Z,false
2024-08-27T07:02:32.519859872Z,true
2024-08-27T07:02:32.639877706Z,false
2024-08-27T07:02:32.699203052Z,true
2024-08-27T07:02:32.778741126Z,false
2024-08-27T07:02:32.780497176Z,false
2024-08-27T07:02:32.781864197Z,false
2024-08-27T07:02:32.865172952Z,true
2024-08-27T07:02:32.923965987Z,false
2024-08-27T07:02:33.019888725Z,true
2024-08-27T07:02:33.066806425Z,false
2024-08-27T07:02:33.079529161Z,false
2024-08-27T07:02:33.081087943Z,false
2024-08-27T07:02:33.082749372Z,false
2024-08-27T07:02:33.084608644Z,false
2024-08-27T07:02:33.141951929Z,true
2024-08-27T07:02:33.21801962Z,false
2024-08-27T07:02:33.270002114Z,true
2024-08-27T07:02:33.327932708Z,false
2024-08-27T07:02:33.379618542Z,false
2024-08-27T07:02:33.381023517Z,false
2024-08-27T07:02:33.382672074Z,false
2024-08-27T07:02:33.384270993Z,false
2024-08-27T07:02:33.404154709Z,true
2024-08-27T07:02:33.472964803Z,false
2024-08-27T07:02:33.686759424Z,false
2024-08-27T07:02:33.688609883Z,false
2024-08-27T07:02:33.690493681Z,false
2024-08-27T07:02:33.692287383Z,false
2024-08-27T07:02:33.69360362Z,false
2024-08-27T07:02:33.695110686Z,false
2024-08-27T07:02:34.229523522Z,false
2024-08-27T07:02:34.230979058Z,false
2024-08-27T07:03:02.402293781Z,true
2024-08-27T07:03:02.461051232Z,false
2024-08-27T07:03:03.068385235Z,false
2024-08-27T07:03:03.069839896Z,false
2024-08-27T07:03:03.478492926Z,true
2024-08-27T07:03:03.595067868Z,false
2024-08-27T07:03:04.218386591Z,false
2024-08-27T07:03:04.220010144Z,false
2024-08-27T07:03:15.239961162Z,true
