time,value
2024-08-27T07:57:00.875890833Z,1.006210446357727
2024-08-27T07:57:01.153974392Z,1.006182074546814
2024-08-27T07:57:01.47591487Z,1.0069772005081177
2024-08-27T07:57:02.176012415Z,1.0052558183670044
2024-08-27T07:57:02.526093123Z,1.0055104494094849
2024-08-27T07:57:03.336205249Z,1.0194011926651
2024-08-27T07:57:03.756280942Z,1.0060770511627197
2024-08-27T07:57:04.016361503Z,1.0028843879699707
2024-08-27T07:57:04.731090664Z,1.0049047470092773
2024-08-27T07:57:05.105448562Z,1.004044771194458
2024-08-27T07:57:05.463952606Z,1.0055584907531738
2024-08-27T07:57:06.26600985Z,1.005329966545105
2024-08-27T07:57:06.600987661Z,1.0064588785171509
2024-08-27T07:57:07.290863287Z,1.0055540800094604
2024-08-27T07:57:07.736281117Z,1.0029487609863281
2024-08-27T07:57:08.025917991Z,1.0042924880981445
2024-08-27T07:57:08.826348239Z,1.0049906969070435
2024-08-27T07:57:09.137155203Z,1.006453514099121
2024-08-27T07:57:09.746024737Z,1.004625678062439
2024-08-27T07:57:10.067108619Z,1.004189372062683
2024-08-27T07:57:10.467152437Z,1.0045497417449951
2024-08-27T07:57:11.098226933Z,1.0043307542800903
2024-08-27T07:57:11.505080628Z,1.0046331882476807
2024-08-27T07:57:12.328749847Z,1.006242036819458
2024-08-27T07:57:12.865906834Z,1.0045355558395386
2024-08-27T07:57:13.236971601Z,1.0039457082748413
2024-08-27T07:57:13.556743838Z,1.0057443380355835
2024-08-27T07:57:16.523988225Z,1.0047487020492554
2024-08-27T07:57:16.525536855Z,1.0089114904403687
2024-08-27T07:57:16.52678144Z,1.0711475610733032
2024-08-27T07:57:16.528263328Z,0.8778595328330994
2024-08-27T07:57:16.529772582Z,1.0370802879333496
2024-08-27T07:57:16.531293762Z,0.9864504337310791
2024-08-27T07:57:17.430488761Z,1.0064773559570312
2024-08-27T07:57:17.746062062Z,1.0038055181503296
2024-08-27T07:57:18.074340667Z,1.9189610481262207
2024-08-27T07:57:18.676355089Z,3.624866247177124
2024-08-27T07:57:19.308525316Z,3.009704113006592
2024-08-27T07:57:19.935981435Z,1.7461748123168945
2024-08-27T07:57:20.356028583Z,0.3702905476093292
2024-08-27T07:57:20.936372349Z,1.4623088836669922
2024-08-27T07:57:21.236145419Z,1.3346563577651978
2024-08-27T07:57:21.764839169Z,0.5735777020454407
2024-08-27T07:57:22.395940853Z,2.3178584575653076
2024-08-27T07:57:22.788083503Z,6.220304012298584
2024-08-27T07:57:23.17614197Z,6.902210235595703
2024-08-27T07:57:24.007993412Z,6.251786231994629
2024-08-27T07:57:24.544269794Z,4.693814754486084
2024-08-27T07:57:24.926035503Z,2.7500946521759033
2024-08-27T07:57:25.245949379Z,4.893438339233398
2024-08-27T07:57:25.737898392Z,4.2002692222595215
2024-08-27T07:57:26.66788468Z,2.8167829513549805
2024-08-27T07:57:27.107952259Z,0.7549257874488831
2024-08-27T07:57:27.584125575Z,1.011038064956665
2024-08-27T07:57:27.996134557Z,1.0857737064361572
2024-08-27T07:57:28.727951872Z,1.0057886838912964
2024-08-27T07:57:29.106005152Z,1.0081007480621338
2024-08-27T07:57:29.4364714Z,1.0088565349578857
2024-08-27T07:57:30.388018115Z,1.0094915628433228
2024-08-27T07:57:30.665918884Z,1.0097851753234863
2024-08-27T07:57:31.155963019Z,1.0097182989120483
2024-08-27T07:57:32.024081824Z,1.0088763236999512
2024-08-27T07:57:32.515909236Z,1.0106233358383179
2024-08-27T07:57:32.938810867Z,1.0107364654541016
2024-08-27T07:57:33.356259461Z,1.0044245719909668
2024-08-27T07:57:33.787932723Z,1.0150690078735352
2024-08-27T07:57:34.276188232Z,2.385899066925049
2024-08-27T07:57:34.797663868Z,4.993204116821289
2024-08-27T07:57:35.16612623Z,6.087206840515137
2024-08-27T07:57:36.008016714Z,4.150985240936279
2024-08-27T07:57:36.544004803Z,1.345992088317871
2024-08-27T07:57:36.837170653Z,0.9958431720733643
2024-08-27T07:57:37.346315131Z,1.0054394006729126
2024-08-27T07:57:38.218132575Z,1.0060815811157227
2024-08-27T07:57:38.543971214Z,1.0180509090423584
2024-08-27T07:57:38.854075766Z,1.0109609365463257
2024-08-27T07:57:39.67444258Z,1.0105098485946655
2024-08-27T07:57:39.976163467Z,1.012725830078125
2024-08-27T07:57:40.925993026Z,1.0143215656280518
2024-08-27T07:57:40.927390608Z,1.0080102682113647
2024-08-27T07:57:41.708246768Z,1.0649312734603882
2024-08-27T07:57:42.006043114Z,1.0174018144607544
2024-08-27T07:57:42.747768927Z,1.0062181949615479
2024-08-27T07:57:43.15403797Z,1.0076079368591309
2024-08-27T07:57:43.456024235Z,1.0097248554229736
2024-08-27T07:57:44.267979105Z,1.0104833841323853
2024-08-27T07:57:44.586013731Z,1.011206030845642
2024-08-27T07:57:45.281133783Z,1.011833906173706
2024-08-27T07:57:45.616360511Z,1.011067271232605
2024-08-27T07:57:45.901047257Z,1.0116486549377441
2024-08-27T07:57:46.728580249Z,1.0116376876831055
2024-08-27T07:57:47.166201256Z,1.0111333131790161
2024-08-27T07:57:47.575812893Z,1.0112123489379883
2024-08-27T07:57:47.965894346Z,1.011235237121582
2024-08-27T07:57:48.576701273Z,1.0107954740524292
2024-08-27T07:57:48.991033138Z,1.0115433931350708
2024-08-27T07:57:49.687856824Z,1.0103617906570435
2024-08-27T07:57:50.164467031Z,1.0100525617599487
2024-08-27T07:57:50.516079596Z,1.0113248825073242
2024-08-27T07:57:51.344079353Z,1.0119332075119019
2024-08-27T07:57:51.646093293Z,1.0114595890045166
2024-08-27T07:57:51.964064478Z,1.0119950771331787
2024-08-27T07:57:52.776165647Z,1.0080978870391846
2024-08-27T07:57:53.076243203Z,1.0142675638198853
2024-08-27T07:57:53.888016232Z,1.0114307403564453
2024-08-27T07:57:54.205984352Z,1.0116069316864014
2024-08-27T07:57:54.516084572Z,1.0117528438568115
2024-08-27T07:57:55.364111417Z,1.0098876953125
2024-08-27T07:57:55.873918275Z,1.0112738609313965
2024-08-27T07:57:56.15800493Z,1.0125131607055664
2024-08-27T07:57:56.85115769Z,1.0112944841384888
2024-08-27T07:57:57.161271634Z,1.0120701789855957
2024-08-27T07:57:57.486054327Z,1.011834979057312
2024-08-27T07:57:58.288498499Z,1.0125664472579956
2024-08-27T07:57:58.82588833Z,1.011710524559021
2024-08-27T07:57:59.112027695Z,1.0117918252944946
2024-08-27T07:57:59.720718704Z,1.0110491514205933
2024-08-27T07:58:00.03414782Z,1.0115853548049927
2024-08-27T07:58:00.886182422Z,1.0111711025238037
2024-08-27T07:58:01.305904419Z,1.0119125843048096
2024-08-27T07:58:01.816144009Z,1.0106356143951416
2024-08-27T07:58:02.196223006Z,1.0113439559936523
2024-08-27T07:58:02.935981934Z,1.0114939212799072
2024-08-27T07:58:03.22392648Z,1.0110323429107666
2024-08-27T07:58:03.646059211Z,1.0109751224517822
2024-08-27T07:58:04.448090261Z,1.011448621749878
2024-08-27T07:58:04.756087256Z,1.011946678161621
2024-08-27T07:58:05.056102291Z,1.0110161304473877
2024-08-27T07:58:05.760904669Z,1.011391282081604
2024-08-27T07:58:06.071061919Z,1.010979413986206
2024-08-27T07:58:06.786796773Z,1.011340618133545
2024-08-27T07:58:07.216434825Z,1.0107394456863403
2024-08-27T07:58:07.815936967Z,1.0105997323989868
2024-08-27T07:58:08.135824513Z,1.0114413499832153
2024-08-27T07:58:08.83592027Z,1.010651707649231
2024-08-27T07:58:09.246062369Z,1.011246681213379
2024-08-27T07:58:09.555964721Z,1.0107539892196655
2024-08-27T07:58:10.371012658Z,1.011243462562561
2024-08-27T07:58:10.706054985Z,1.0108661651611328
2024-08-27T07:58:11.452120173Z,1.0105117559432983
2024-08-27T07:58:11.835969594Z,1.0111114978790283
2024-08-27T07:58:12.136210509Z,1.0118731260299683
2024-08-27T07:58:12.967818606Z,1.0113608837127686
2024-08-27T07:58:13.486093615Z,1.0083293914794922
2024-08-27T07:58:13.886153631Z,1.0115665197372437
2024-08-27T07:58:14.176233805Z,1.0110193490982056
2024-08-27T07:58:14.624647049Z,1.012174367904663
2024-08-27T07:58:15.535783425Z,1.0118145942687988
2024-08-27T07:58:16.0459301Z,1.0111827850341797
2024-08-27T07:58:16.436251315Z,1.0117547512054443
2024-08-27T07:58:16.735965088Z,1.0117347240447998
2024-08-27T07:58:17.176013902Z,1.0121299028396606
2024-08-27T07:58:17.976052025Z,1.0113996267318726
2024-08-27T07:58:18.386029356Z,1.0122401714324951
2024-08-27T07:58:18.67597046Z,1.0118204355239868
2024-08-27T07:58:19.495976184Z,1.011275053024292
2024-08-27T07:58:19.806177414Z,1.0117300748825073
2024-08-27T07:58:20.124118843Z,1.0121270418167114
2024-08-27T07:58:20.928021168Z,1.0122658014297485
2024-08-27T07:58:21.235985295Z,1.0116993188858032
2024-08-27T07:58:22.047915651Z,1.011487364768982
2024-08-27T07:58:22.375828368Z,1.0111922025680542
2024-08-27T07:58:22.676335898Z,1.012285828590393
2024-08-27T07:58:23.487933377Z,1.011963129043579
2024-08-27T07:58:23.796095252Z,1.0128074884414673
2024-08-27T07:58:24.407904006Z,1.0104912519454956
2024-08-27T07:58:24.846042629Z,1.0106332302093506
2024-08-27T07:58:25.256650866Z,1.0114054679870605
2024-08-27T07:58:25.966165279Z,1.0117497444152832
2024-08-27T07:58:26.36573704Z,1.0100557804107666
2024-08-27T07:58:26.67607379Z,1.011813998222351
2024-08-27T07:58:27.495904094Z,1.0125439167022705
2024-08-27T07:58:27.804035822Z,1.0118670463562012
2024-08-27T07:58:28.528006379Z,1.0117870569229126
2024-08-27T07:58:28.915928455Z,1.0118879079818726
2024-08-27T07:58:29.234493337Z,1.0122119188308716
2024-08-27T07:58:30.047951625Z,1.012475609779358
2024-08-27T07:58:30.383960478Z,1.0118072032928467
2024-08-27T07:58:30.675829022Z,1.0116217136383057
2024-08-27T07:58:31.506098115Z,1.0125384330749512
2024-08-27T07:58:31.786029505Z,1.0128365755081177
2024-08-27T07:58:32.61605249Z,1.0126049518585205
2024-08-27T07:58:32.936556866Z,1.0117106437683105
2024-08-27T07:58:33.236056664Z,1.0108393430709839
2024-08-27T07:58:34.037905786Z,1.0110766887664795
2024-08-27T07:58:34.356114951Z,1.011788010597229
2024-08-27T07:58:35.076395334Z,1.0105098485946655
2024-08-27T07:58:35.495853823Z,1.0104365348815918
2024-08-27T07:58:35.796048933Z,1.0101878643035889
2024-08-27T07:58:36.605913519Z,1.0100979804992676
2024-08-27T07:58:36.916028434Z,1.0104079246520996
2024-08-27T07:58:37.210558308Z,1.0101737976074219
2024-08-27T07:58:38.028959771Z,1.0111274719238281
2024-08-27T07:58:38.336135684Z,1.0103588104248047
2024-08-27T07:58:38.746035301Z,1.010115146636963
2024-08-27T07:58:39.476205941Z,1.0117069482803345
2024-08-27T07:58:39.794107152Z,1.011095643043518
2024-08-27T07:58:40.496390078Z,1.0104776620864868
2024-08-27T07:58:40.915895341Z,1.0098631381988525
2024-08-27T07:58:41.326036725Z,1.0113722085952759
2024-08-27T07:58:42.027970317Z,1.0108489990234375
2024-08-27T07:58:42.3439194Z,1.0115660429000854
2024-08-27T07:58:42.776020397Z,1.0118054151535034
2024-08-27T07:58:43.677965809Z,1.0126670598983765
2024-08-27T07:58:43.986059342Z,1.0113599300384521
2024-08-27T07:58:44.275899631Z,1.0126802921295166
2024-08-27T07:58:45.08781852Z,1.012178897857666
2024-08-27T07:58:45.406420227Z,1.0121289491653442
2024-08-27T07:58:46.026458274Z,1.01138174533844
2024-08-27T07:58:46.464080845Z,1.0121042728424072
2024-08-27T07:58:46.836017574Z,1.0123354196548462
2024-08-27T07:58:47.647910519Z,1.0127760171890259
2024-08-27T07:58:47.975985687Z,1.0113189220428467
2024-08-27T07:58:48.284373531Z,1.0117613077163696
2024-08-27T07:58:49.325865992Z,1.0122507810592651
2024-08-27T07:58:49.327388852Z,1.012524127960205
2024-08-27T07:58:50.118255358Z,1.0118670463562012
2024-08-27T07:58:50.536422977Z,1.0123430490493774
2024-08-27T07:58:50.836143115Z,1.011475682258606
2024-08-27T07:58:51.638010369Z,1.0110430717468262
2024-08-27T07:58:51.955962687Z,1.0108739137649536
2024-08-27T07:58:52.577825506Z,1.011446475982666
2024-08-27T07:58:53.006057151Z,1.010326862335205
2024-08-27T07:58:53.41598058Z,1.0106630325317383
2024-08-27T07:58:54.21795813Z,1.0106065273284912
2024-08-27T07:58:54.516005651Z,1.0110132694244385
2024-08-27T07:58:54.826084952Z,1.0112711191177368
2024-08-27T07:58:55.645749714Z,1.0109615325927734
2024-08-27T07:58:55.955881861Z,1.0101104974746704
2024-08-27T07:58:56.777897767Z,1.0108295679092407
2024-08-27T07:58:57.07641917Z,1.0114449262619019
2024-08-27T07:58:57.385984961Z,1.0108214616775513
2024-08-27T07:58:58.206123462Z,1.0107111930847168
2024-08-27T07:58:58.516363783Z,1.0116689205169678
2024-08-27T07:58:59.124100673Z,1.0115693807601929
2024-08-27T07:58:59.431011136Z,1.0111868381500244
2024-08-27T07:58:59.875950075Z,1.0113515853881836
2024-08-27T07:59:00.768043516Z,1.0106024742126465
2024-08-27T07:59:01.0765507Z,1.0117350816726685
2024-08-27T07:59:01.37624762Z,1.0115071535110474
2024-08-27T07:59:02.214057139Z,1.0113836526870728
2024-08-27T07:59:02.506006668Z,1.0109944343566895
2024-08-27T07:59:03.253927031Z,1.011285424232483
2024-08-27T07:59:03.637885588Z,1.0104337930679321
2024-08-27T07:59:03.936145513Z,1.0113582611083984
2024-08-27T07:59:04.755956755Z,1.011420726776123
2024-08-27T07:59:05.066023899Z,1.0108566284179688
2024-08-27T07:59:05.396095647Z,1.0109570026397705
2024-08-27T07:59:06.195835865Z,1.0108559131622314
2024-08-27T07:59:06.496436605Z,1.0108650922775269
2024-08-27T07:59:06.935872309Z,1.0109431743621826
2024-08-27T07:59:07.855897513Z,1.010501742362976
2024-08-27T07:59:08.376341779Z,1.0108457803726196
2024-08-27T07:59:08.763756219Z,1.0117433071136475
2024-08-27T07:59:09.05608814Z,1.0105563402175903
2024-08-27T07:59:09.504088842Z,1.0105589628219604
2024-08-27T07:59:10.194021562Z,1.0109847784042358
2024-08-27T07:59:10.496185174Z,1.0102828741073608
2024-08-27T07:59:10.936391593Z,1.0107831954956055
2024-08-27T07:59:11.856363155Z,1.0105807781219482
2024-08-27T07:59:12.366375135Z,1.0104646682739258
2024-08-27T07:59:12.74603977Z,1.0116798877716064
2024-08-27T07:59:13.056066999Z,1.0112855434417725
2024-08-27T07:59:13.575991141Z,1.0114370584487915
2024-08-27T07:59:14.183983345Z,1.011938452720642
2024-08-27T07:59:14.61628645Z,1.0122624635696411
2024-08-27T07:59:14.996019689Z,1.0126959085464478
2024-08-27T07:59:15.808072664Z,1.0123988389968872
2024-08-27T07:59:16.128363647Z,1.0124553442001343
2024-08-27T07:59:16.436113847Z,1.0117887258529663
2024-08-27T07:59:17.286008989Z,1.0116432905197144
2024-08-27T07:59:17.7759268Z,1.0116063356399536
2024-08-27T07:59:18.195875063Z,1.012366533279419
2024-08-27T07:59:18.616127906Z,1.0115114450454712
2024-08-27T07:59:18.997789723Z,1.0112628936767578
2024-08-27T07:59:20.102470063Z,1.0115554332733154
2024-08-27T07:59:20.105375506Z,1.0111124515533447
2024-08-27T07:59:20.743987782Z,1.011979103088379
2024-08-27T07:59:21.17602471Z,1.0107978582382202
2024-08-27T07:59:21.556199963Z,1.011841058731079
2024-08-27T07:59:22.258109037Z,1.0115214586257935
2024-08-27T07:59:22.696183959Z,1.0113240480422974
2024-08-27T07:59:22.994103841Z,1.0113401412963867
2024-08-27T07:59:23.806152976Z,1.0119456052780151
2024-08-27T07:59:24.124217679Z,1.0126045942306519
2024-08-27T07:59:24.726035863Z,1.011723279953003
2024-08-27T07:59:25.029149497Z,1.0120298862457275
2024-08-27T07:59:25.847906495Z,1.011752724647522
2024-08-27T07:59:26.294223621Z,1.0112539529800415
2024-08-27T07:59:26.67617444Z,1.011141061782837
2024-08-27T07:59:26.996130104Z,1.0108964443206787
2024-08-27T07:59:27.788118199Z,1.0105925798416138
2024-08-27T07:59:28.106461032Z,1.0113807916641235
2024-08-27T07:59:28.928054934Z,1.0109055042266846
2024-08-27T07:59:29.235984404Z,1.0118194818496704
2024-08-27T07:59:29.536094595Z,1.0110911130905151
2024-08-27T07:59:30.358057821Z,1.0103154182434082
2024-08-27T07:59:30.654026204Z,1.0104014873504639
